"Wed Oct 23 03:27:44 AM UTC 2024
"
Index,Time (mS),Used RAM (MB),Total RAM (MB),Number of Free RAM Blocks,Size of Free RAM Blocks (MB),Used SWAP (MB),Total SWAP (MB),Cached SWAP (MB),CPU Frequency (MHz),CPU 0 Load (%),CPU 1 Load (%),CPU 2 Load (%),CPU 3 Load (%),CPU 4 Load (%),CPU 5 Load (%),CPU 6 Load (%),CPU 7 Load (%),CPU 8 Load (%),CPU 9 Load (%),CPU 10 Load (%),CPU 11 Load (%),Used GR3D (%),GR3D Frequency (MHz),cpu Temperature (C),tboard Temperature (C), Temperature (C),tdiode Temperature (C),tj Temperature (C)
0,0,3117.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,4,10,12,12,8,12,5,3,off,off,off,off,0.0,,47.312,36.5,43.812,40.75,47.437
1,1000,3122.0,30698.0,6.0,4.0,0.0,15349.0,0.0,729.0,24,23,24,24,24,31,18,20,off,off,off,off,0.0,,47.718,36.5,43.75,40.75,47.718
2,2000,3122.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,18,22,6,28,18,11,21,39,off,off,off,off,0.0,,47.218,36.5,43.718,40.75,47.406
3,3000,3126.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,14,10,9,12,7,10,11,16,off,off,off,off,0.0,,47.625,36.5,43.656,40.75,47.625
4,4000,3111.0,30698.0,3.0,4.0,0.0,15349.0,0.0,1420.0,27,8,35,4,64,23,20,26,off,off,off,off,0.0,,48.187,36.375,43.781,40.75,48.375
5,5000,3124.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,20,20,29,5,68,17,5,23,off,off,off,off,0.0,,48.218,36.375,43.687,40.75,48.437
6,6000,3133.0,30698.0,2.0,4.0,0.0,15349.0,0.0,729.0,18,10,12,5,19,9,4,8,off,off,off,off,0.0,,47.218,36.375,43.687,40.75,47.218
7,7000,3137.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,2,3,1,3,5,0,3,1,off,off,off,off,0.0,,47.281,36.375,43.656,40.75,47.218
8,8000,3138.0,30698.0,3.0,4.0,0.0,15349.0,0.0,729.0,4,3,3,5,3,7,3,6,off,off,off,off,0.0,,47.25,36.375,43.687,40.625,47.25
